timestamp,sensor_id,location,vehicle_count,average_speed,congestion_level
2026-08-01T04:05:00,T001,Sydney_CBD,46,25.6,Medium
2026-08-01T04:10:00,T001,Mascot,12,45.1,Low
2026-08-01T04:15:00,T008,Central_Station,122,66.21,Low
2026-08-01T04:20:00,T002,Parramatta,98,23.28,High
2026-08-01T04:25:00,T006,Central_Station,102,53.0,Low
2026-08-01T04:30:00,T003,Mascot,21,69.39,Low
2026-08-01T04:35:00,T007,Mascot,14,37.3,Medium
2026-08-01T04:40:00,T006,Sydney_CBD,111,36.52,Medium
2026-08-01T04:45:00,T002,Sydney_CBD,135,12.76,High
2026-08-01T04:50:00,T002,Parramatta,90,20.81,High
2026-08-01T04:55:00,T003,Parramatta,52,27.42,Medium
2026-08-01T05:00:00,T003,Central_Station,56,27.83,Medium
2026-08-01T05:05:00,T002,Mascot,65,11.94,High
2026-08-01T05:10:00,T006,Sydney_CBD,19,50.91,Low
2026-08-01T05:15:00,T009,Central_Station,93,37.94,Medium
2026-08-01T05:20:00,T002,Chatswood,45,32.53,Medium
2026-08-01T05:25:00,T002,Sydney_CBD,37,24.24,High
2026-08-01T05:30:00,T006,Mascot,112,12.65,High
2026-08-01T05:35:00,T009,Central_Station,112,15.28,High
2026-08-01T05:40:00,T001,Mascot,127,46.8,Low
2026-08-01T05:45:00,T002,Mascot,106,68.95,Low
2026-08-01T05:50:00,T009,Sydney_CBD,84,68.14,Low
2026-08-01T05:55:00,T002,Chatswood,146,37.5,Medium
2026-08-01T06:00:00,T003,Parramatta,42,21.32,High
2026-08-01T06:05:00,T004,Parramatta,75,18.54,High
2026-08-01T06:10:00,T009,Chatswood,87,47.79,Low
2026-08-01T06:15:00,T007,Sydney_CBD,16,32.05,Medium
2026-08-01T06:20:00,T003,Chatswood,12,12.46,High
2026-08-01T06:25:00,T007,Mascot,114,64.95,Low
2026-08-01T06:30:00,T005,Parramatta,27,19.36,High
2026-08-01T06:35:00,T010,Mascot,105,57.36,Low
2026-08-01T06:40:00,T004,Parramatta,85,69.86,Low
2026-08-01T06:45:00,T005,Central_Station,36,59.18,Low
2026-08-01T06:50:00,T010,Parramatta,14,19.05,High
2026-08-01T06:55:00,T009,Sydney_CBD,45,64.76,Low
2026-08-01T07:00:00,T008,Mascot,87,68.1,Low
2026-08-01T07:05:00,T003,Mascot,66,65.67,Low
2026-08-01T07:10:00,T004,Mascot,37,36.22,Medium
2026-08-01T07:15:00,T007,Chatswood,37,27.38,Medium
2026-08-01T07:20:00,T007,Central_Station,61,13.63,High
2026-08-01T07:25:00,T006,Mascot,24,49.24,Low
2026-08-01T07:30:00,T008,Mascot,26,32.56,Medium
2026-08-01T07:35:00,T003,Sydney_CBD,114,41.34,Medium
2026-08-01T07:40:00,T009,Sydney_CBD,133,15.89,High
2026-08-01T07:45:00,T010,Sydney_CBD,61,32.87,Medium
2026-08-01T07:50:00,T002,Sydney_CBD,58,36.31,Medium
2026-08-01T07:55:00,T006,Central_Station,30,49.16,Low
2026-08-01T08:00:00,T005,Chatswood,94,66.23,Low
2026-08-01T08:05:00,T009,Sydney_CBD,95,34.27,Medium
2026-08-01T08:10:00,T003,Mascot,59,28.81,Medium
2026-08-01T08:15:00,T004,Parramatta,134,57.11,Low
2026-08-01T08:20:00,T002,Central_Station,128,62.34,Low
2026-08-01T08:25:00,T003,Chatswood,97,65.37,Low
2026-08-01T08:30:00,T004,Parramatta,118,27.2,Medium
2026-08-01T08:35:00,T009,Central_Station,28,40.06,Medium
2026-08-01T08:40:00,T005,Central_Station,147,23.69,High
2026-08-01T08:45:00,T010,Sydney_CBD,57,45.33,Low
2026-08-01T08:50:00,T005,Sydney_CBD,22,46.76,Low
2026-08-01T08:55:00,T004,Mascot,97,66.19,Low
2026-08-01T09:00:00,T002,Chatswood,96,52.51,Low
2026-08-01T09:05:00,T008,Chatswood,79,49.11,Low
2026-08-01T09:10:00,T008,Parramatta,35,65.19,Low
2026-08-01T09:15:00,T009,Parramatta,139,16.48,High
2026-08-01T09:20:00,T001,Chatswood,82,63.41,Low
2026-08-01T09:25:00,T007,Central_Station,130,33.11,Medium
2026-08-01T09:30:00,T005,Mascot,66,30.71,Medium
2026-08-01T09:35:00,T006,Parramatta,96,23.23,High
2026-08-01T09:40:00,T003,Chatswood,114,22.31,High
2026-08-01T09:45:00,T009,Central_Station,107,10.04,High
2026-08-01T09:50:00,T007,Sydney_CBD,116,25.35,Medium
2026-08-01T09:55:00,T001,Chatswood,116,69.63,Low
2026-08-01T10:00:00,T008,Chatswood,119,68.46,Low
2026-08-01T10:05:00,T005,Parramatta,15,65.96,Low
2026-08-01T10:10:00,T004,Parramatta,23,40.61,Medium
2026-08-01T10:15:00,T010,Sydney_CBD,103,32.63,Medium
2026-08-01T10:20:00,T001,Mascot,147,10.93,High
2026-08-01T10:25:00,T008,Sydney_CBD,102,25.56,Medium
2026-08-01T10:30:00,T009,Chatswood,112,22.26,High
2026-08-01T10:35:00,T008,Sydney_CBD,79,67.65,Low
2026-08-01T10:40:00,T005,Mascot,137,18.67,High
2026-08-01T10:45:00,T002,Central_Station,93,19.07,High
2026-08-01T10:50:00,T005,Sydney_CBD,64,19.75,High
2026-08-01T10:55:00,T004,Mascot,53,44.77,Medium
2026-08-01T11:00:00,T005,Sydney_CBD,145,52.56,Low
2026-08-01T11:05:00,T001,Parramatta,26,18.89,High
2026-08-01T11:10:00,T005,Chatswood,105,47.72,Low
2026-08-01T11:15:00,T002,Central_Station,145,50.52,Low
2026-08-01T11:20:00,T009,Sydney_CBD,56,53.76,Low
2026-08-01T11:25:00,T003,Chatswood,65,57.14,Low
2026-08-01T11:30:00,T008,Sydney_CBD,146,23.54,High
2026-08-01T11:35:00,T007,Parramatta,139,21.68,High
2026-08-01T11:40:00,T001,Parramatta,94,40.93,Medium
2026-08-01T11:45:00,T003,Chatswood,119,14.16,High
2026-08-01T11:50:00,T008,Chatswood,36,25.91,Medium
2026-08-01T11:55:00,T007,Central_Station,113,30.33,Medium
2026-08-01T12:00:00,T001,Parramatta,68,34.24,Medium
2026-08-01T12:05:00,T003,Mascot,73,16.84,High
2026-08-01T12:10:00,T008,Parramatta,138,55.52,Low
2026-08-01T12:15:00,T007,Sydney_CBD,136,42.26,Medium
2026-08-01T12:20:00,T010,Mascot,79,45.01,Low
2026-08-01T12:25:00,T003,Sydney_CBD,118,52.08,Low
2026-08-01T12:30:00,T004,Chatswood,73,64.18,Low
2026-08-01T12:35:00,T005,Sydney_CBD,27,55.97,Low
2026-08-01T12:40:00,T006,Mascot,33,42.7,Medium
2026-08-01T12:45:00,T010,Mascot,25,56.54,Low
2026-08-01T12:50:00,T007,Mascot,126,10.37,High
2026-08-01T12:55:00,T010,Central_Station,27,50.96,Low
2026-08-01T13:00:00,T002,Parramatta,136,27.31,Medium
2026-08-01T13:05:00,T010,Chatswood,120,34.67,Medium
2026-08-01T13:10:00,T008,Parramatta,50,13.58,High
2026-08-01T13:15:00,T004,Chatswood,135,20.3,High
2026-08-01T13:20:00,T009,Mascot,150,56.06,Low
2026-08-01T13:25:00,T004,Central_Station,129,62.53,Low
2026-08-01T13:30:00,T006,Parramatta,138,22.65,High
2026-08-01T13:35:00,T004,Mascot,147,35.7,Medium
2026-08-01T13:40:00,T001,Sydney_CBD,121,28.95,Medium
2026-08-01T13:45:00,T003,Mascot,45,62.2,Low
2026-08-01T13:50:00,T006,Mascot,44,31.69,Medium
2026-08-01T13:55:00,T006,Sydney_CBD,83,46.09,Low
2026-08-01T14:00:00,T007,Mascot,111,56.22,Low
2026-08-01T14:05:00,T001,Parramatta,44,62.07,Low
2026-08-01T14:10:00,T006,Sydney_CBD,139,59.52,Low
2026-08-01T14:15:00,T005,Central_Station,112,27.02,Medium
2026-08-01T14:20:00,T002,Mascot,100,65.63,Low
2026-08-01T14:25:00,T008,Sydney_CBD,122,16.99,High
2026-08-01T14:30:00,T009,Parramatta,150,29.84,Medium
2026-08-01T14:35:00,T001,Parramatta,32,36.75,Medium
2026-08-01T14:40:00,T002,Central_Station,87,27.06,Medium
2026-08-01T14:45:00,T010,Central_Station,71,27.52,Medium
2026-08-01T14:50:00,T007,Chatswood,35,50.8,Low
2026-08-01T14:55:00,T001,Mascot,42,46.77,Low
2026-08-01T15:00:00,T003,Parramatta,145,51.48,Low
2026-08-01T15:05:00,T002,Chatswood,36,66.09,Low
2026-08-01T15:10:00,T007,Sydney_CBD,78,25.28,Medium
2026-08-01T15:15:00,T010,Central_Station,92,32.11,Medium
2026-08-01T15:20:00,T006,Sydney_CBD,60,17.87,High
2026-08-01T15:25:00,T007,Sydney_CBD,111,47.19,Low
2026-08-01T15:30:00,T004,Chatswood,106,56.28,Low
2026-08-01T15:35:00,T007,Sydney_CBD,88,52.58,Low
2026-08-01T15:40:00,T007,Parramatta,75,28.47,Medium
2026-08-01T15:45:00,T005,Chatswood,145,68.21,Low
2026-08-01T15:50:00,T004,Mascot,99,39.39,Medium
2026-08-01T15:55:00,T008,Chatswood,88,64.29,Low
2026-08-01T16:00:00,T004,Sydney_CBD,82,49.45,Low
2026-08-01T16:05:00,T006,Mascot,20,11.87,High
2026-08-01T16:10:00,T001,Mascot,112,26.35,Medium
2026-08-01T16:15:00,T003,Sydney_CBD,47,46.13,Low
2026-08-01T16:20:00,T010,Central_Station,109,69.09,Low
2026-08-01T16:25:00,T010,Parramatta,17,39.49,Medium
2026-08-01T16:30:00,T009,Sydney_CBD,57,27.81,Medium
2026-08-01T16:35:00,T002,Mascot,40,68.91,Low
2026-08-01T16:40:00,T005,Mascot,91,46.83,Low
2026-08-01T16:45:00,T002,Chatswood,69,21.53,High
2026-08-01T16:50:00,T006,Chatswood,13,54.43,Low
2026-08-01T16:55:00,T003,Sydney_CBD,52,51.27,Low
2026-08-01T17:00:00,T003,Mascot,10,13.18,High
2026-08-01T17:05:00,T005,Mascot,110,41.05,Medium
2026-08-01T17:10:00,T007,Parramatta,40,37.51,Medium
2026-08-01T17:15:00,T002,Sydney_CBD,77,28.04,Medium
2026-08-01T17:20:00,T009,Parramatta,66,60.54,Low
2026-08-01T17:25:00,T010,Parramatta,36,23.97,High
2026-08-01T17:30:00,T007,Central_Station,72,18.38,High
2026-08-01T17:35:00,T003,Central_Station,55,13.15,High
2026-08-01T17:40:00,T004,Central_Station,120,25.07,Medium
2026-08-01T17:45:00,T010,Central_Station,95,32.74,Medium
2026-08-01T17:50:00,T009,Chatswood,39,23.77,High
2026-08-01T17:55:00,T007,Sydney_CBD,22,54.62,Low
2026-08-01T18:00:00,T010,Chatswood,38,28.69,Medium
2026-08-01T18:05:00,T006,Mascot,98,60.71,Low
2026-08-01T18:10:00,T001,Parramatta,102,32.99,Medium
2026-08-01T18:15:00,T003,Sydney_CBD,55,18.54,High
2026-08-01T18:20:00,T006,Chatswood,104,56.74,Low
2026-08-01T18:25:00,T001,Central_Station,106,64.23,Low
2026-08-01T18:30:00,T002,Sydney_CBD,53,32.46,Medium
2026-08-01T18:35:00,T010,Mascot,125,54.24,Low
2026-08-01T18:40:00,T005,Chatswood,21,60.53,Low
2026-08-01T18:45:00,T002,Sydney_CBD,11,60.25,Low
2026-08-01T18:50:00,T001,Sydney_CBD,127,33.68,Medium
2026-08-01T18:55:00,T009,Sydney_CBD,79,60.68,Low
2026-08-01T19:00:00,T005,Mascot,121,67.38,Low
2026-08-01T19:05:00,T007,Central_Station,36,43.98,Medium
2026-08-01T19:10:00,T003,Mascot,18,15.64,High
2026-08-01T19:15:00,T009,Central_Station,136,58.13,Low
2026-08-01T19:20:00,T007,Parramatta,29,68.29,Low
2026-08-01T19:25:00,T002,Chatswood,46,39.76,Medium
2026-08-01T19:30:00,T005,Chatswood,57,59.68,Low
2026-08-01T19:35:00,T010,Sydney_CBD,73,23.41,High
2026-08-01T19:40:00,T006,Sydney_CBD,74,59.51,Low
2026-08-01T19:45:00,T004,Mascot,122,56.08,Low
2026-08-01T19:50:00,T009,Mascot,17,65.01,Low
2026-08-01T19:55:00,T003,Mascot,76,57.01,Low
2026-08-01T20:00:00,T005,Chatswood,12,42.34,Medium
2026-08-01T20:05:00,T007,Parramatta,103,34.0,Medium
2026-08-01T20:10:00,T004,Central_Station,22,38.29,Medium
2026-08-01T20:15:00,T008,Central_Station,87,61.72,Low
2026-08-01T20:20:00,T010,Sydney_CBD,119,44.99,Medium
2026-08-01T20:25:00,T008,Central_Station,53,36.75,Medium
2026-08-01T20:30:00,T004,Mascot,50,20.39,High
2026-08-01T20:35:00,T001,Mascot,128,28.76,Medium
2026-08-01T20:40:00,T002,Chatswood,88,27.23,Medium
2026-08-01T20:45:00,T009,Mascot,70,47.15,Low
2026-08-01T20:50:00,T008,Central_Station,43,14.58,High
2026-08-01T20:55:00,T001,Chatswood,60,37.77,Medium
2026-08-01T21:00:00,T009,Central_Station,50,69.04,Low
2026-08-01T21:05:00,T006,Sydney_CBD,120,24.43,High
2026-08-01T21:10:00,T001,Mascot,40,38.87,Medium
2026-08-01T21:15:00,T002,Central_Station,14,45.33,Low
2026-08-01T21:20:00,T005,Chatswood,105,59.6,Low
2026-08-01T21:25:00,T002,Mascot,101,25.64,Medium
2026-08-01T21:30:00,T004,Central_Station,36,42.01,Medium
2026-08-01T21:35:00,T006,Parramatta,80,65.31,Low
2026-08-01T21:40:00,T002,Mascot,137,36.36,Medium
2026-08-01T21:45:00,T003,Chatswood,125,23.76,High
2026-08-01T21:50:00,T006,Central_Station,11,16.52,High
2026-08-01T21:55:00,T002,Mascot,30,53.99,Low
2026-08-01T22:00:00,T010,Chatswood,61,27.16,Medium
2026-08-01T22:05:00,T002,Central_Station,140,58.16,Low
2026-08-01T22:10:00,T005,Mascot,113,26.64,Medium
2026-08-01T22:15:00,T009,Sydney_CBD,96,26.67,Medium
2026-08-01T22:20:00,T003,Central_Station,63,13.24,High
2026-08-01T22:25:00,T006,Central_Station,28,69.41,Low
2026-08-01T22:30:00,T006,Mascot,73,29.16,Medium
2026-08-01T22:35:00,T009,Parramatta,16,61.64,Low
2026-08-01T22:40:00,T006,Chatswood,128,67.57,Low
2026-08-01T22:45:00,T010,Mascot,58,59.22,Low
2026-08-01T22:50:00,T004,Sydney_CBD,27,36.81,Medium
2026-08-01T22:55:00,T006,Parramatta,13,34.97,Medium
2026-08-01T23:00:00,T004,Mascot,101,29.43,Medium
2026-08-01T23:05:00,T005,Mascot,67,61.58,Low
2026-08-01T23:10:00,T002,Sydney_CBD,84,49.55,Low
2026-08-01T23:15:00,T006,Mascot,77,51.85,Low
2026-08-01T23:20:00,T005,Mascot,121,63.49,Low
2026-08-01T23:25:00,T006,Mascot,131,17.27,High
2026-08-01T23:30:00,T007,Parramatta,141,35.64,Medium
2026-08-01T23:35:00,T008,Sydney_CBD,59,44.12,Medium
2026-08-01T23:40:00,T007,Parramatta,27,42.13,Medium
2026-08-01T23:45:00,T006,Chatswood,44,38.22,Medium
2026-08-01T23:50:00,T007,Sydney_CBD,61,11.84,High
2026-08-01T23:55:00,T008,Mascot,18,54.97,Low
2026-08-02T00:00:00,T002,Mascot,78,36.86,Medium
2026-08-02T00:05:00,T001,Parramatta,132,69.87,Low
2026-08-02T00:10:00,T007,Parramatta,63,39.44,Medium
2026-08-02T00:15:00,T005,Chatswood,43,22.39,High
2026-08-02T00:20:00,T006,Mascot,32,51.34,Low
2026-08-02T00:25:00,T008,Parramatta,44,52.09,Low
2026-08-02T00:30:00,T005,Sydney_CBD,35,46.23,Low
2026-08-02T00:35:00,T008,Mascot,102,53.79,Low
2026-08-02T00:40:00,T005,Central_Station,150,54.47,Low
2026-08-02T00:45:00,T001,Central_Station,40,26.17,Medium
2026-08-02T00:50:00,T004,Mascot,66,53.46,Low
2026-08-02T00:55:00,T003,Chatswood,139,40.59,Medium
2026-08-02T01:00:00,T001,Chatswood,94,37.32,Medium
2026-08-02T01:05:00,T010,Sydney_CBD,49,57.72,Low
2026-08-02T01:10:00,T008,Mascot,150,49.83,Low
2026-08-02T01:15:00,T010,Chatswood,64,12.21,High
2026-08-02T01:20:00,T005,Mascot,17,27.83,Medium
2026-08-02T01:25:00,T001,Central_Station,149,35.87,Medium
2026-08-02T01:30:00,T001,Mascot,25,45.23,Low
2026-08-02T01:35:00,T008,Chatswood,121,55.36,Low
2026-08-02T01:40:00,T001,Sydney_CBD,82,46.19,Low
2026-08-02T01:45:00,T010,Central_Station,28,37.63,Medium
2026-08-02T01:50:00,T001,Mascot,132,19.88,High
2026-08-02T01:55:00,T004,Sydney_CBD,133,21.99,High
2026-08-02T02:00:00,T007,Sydney_CBD,76,66.14,Low
2026-08-02T02:05:00,T009,Parramatta,58,17.1,High
2026-08-02T02:10:00,T004,Sydney_CBD,68,29.74,Medium
2026-08-02T02:15:00,T008,Sydney_CBD,147,20.96,High
2026-08-02T02:20:00,T001,Chatswood,120,22.46,High
2026-08-02T02:25:00,T009,Parramatta,54,52.83,Low
2026-08-02T02:30:00,T004,Central_Station,51,32.38,Medium
2026-08-02T02:35:00,T001,Parramatta,43,27.53,Medium
2026-08-02T02:40:00,T005,Mascot,43,64.05,Low
2026-08-02T02:45:00,T008,Parramatta,96,43.85,Medium
2026-08-02T02:50:00,T010,Sydney_CBD,31,42.2,Medium
2026-08-02T02:55:00,T010,Sydney_CBD,75,67.73,Low
2026-08-02T03:00:00,T003,Central_Station,58,10.91,High
2026-08-02T03:05:00,T008,Sydney_CBD,122,15.36,High
2026-08-02T03:10:00,T010,Chatswood,141,50.34,Low
2026-08-02T03:15:00,T009,Mascot,10,29.35,Medium
2026-08-02T03:20:00,T005,Central_Station,98,67.89,Low
2026-08-02T03:25:00,T003,Central_Station,52,10.98,High
2026-08-02T03:30:00,T010,Mascot,35,48.13,Low
2026-08-02T03:35:00,T001,Sydney_CBD,51,21.03,High
2026-08-02T03:40:00,T008,Mascot,106,44.53,Medium
2026-08-02T03:45:00,T007,Central_Station,14,35.67,Medium
2026-08-02T03:50:00,T002,Mascot,67,22.74,High
2026-08-02T03:55:00,T006,Central_Station,73,19.67,High
2026-08-02T04:00:00,T006,Central_Station,83,26.45,Medium
2026-08-02T04:05:00,T005,Mascot,84,44.0,Medium
2026-08-02T04:10:00,T002,Mascot,92,69.74,Low
2026-08-02T04:15:00,T007,Sydney_CBD,142,30.86,Medium
2026-08-02T04:20:00,T003,Chatswood,136,48.25,Low
2026-08-02T04:25:00,T007,Sydney_CBD,67,66.13,Low
2026-08-02T04:30:00,T004,Central_Station,16,14.97,High
2026-08-02T04:35:00,T005,Chatswood,105,48.21,Low
2026-08-02T04:40:00,T001,Parramatta,125,10.2,High
2026-08-02T04:45:00,T010,Chatswood,90,42.49,Medium
2026-08-02T04:50:00,T009,Parramatta,52,36.45,Medium
2026-08-02T04:55:00,T006,Parramatta,96,54.73,Low
2026-08-02T05:00:00,T009,Central_Station,42,11.85,High
2026-08-02T05:05:00,T005,Parramatta,147,33.81,Medium
2026-08-02T05:10:00,T009,Sydney_CBD,58,34.25,Medium
2026-08-02T05:15:00,T002,Chatswood,51,48.57,Low
2026-08-02T05:20:00,T003,Parramatta,22,15.35,High
2026-08-02T05:25:00,T002,Central_Station,109,55.73,Low
2026-08-02T05:30:00,T002,Parramatta,13,19.93,High
2026-08-02T05:35:00,T003,Central_Station,117,60.44,Low
2026-08-02T05:40:00,T004,Central_Station,90,17.09,High
2026-08-02T05:45:00,T009,Sydney_CBD,71,34.24,Medium
2026-08-02T05:50:00,T001,Parramatta,72,23.18,High
2026-08-02T05:55:00,T006,Parramatta,78,35.49,Medium
2026-08-02T06:00:00,T006,Parramatta,39,23.66,High
2026-08-02T06:05:00,T007,Mascot,144,20.03,High
2026-08-02T06:10:00,T005,Mascot,57,58.99,Low
2026-08-02T06:15:00,T010,Mascot,30,50.2,Low
2026-08-02T06:20:00,T004,Sydney_CBD,34,46.58,Low
2026-08-02T06:25:00,T003,Parramatta,108,31.94,Medium
2026-08-02T06:30:00,T002,Central_Station,37,20.49,High
2026-08-02T06:35:00,T008,Sydney_CBD,118,11.74,High
2026-08-02T06:40:00,T005,Sydney_CBD,65,59.44,Low
2026-08-02T06:45:00,T003,Mascot,35,31.83,Medium
2026-08-02T06:50:00,T007,Parramatta,46,34.56,Medium
2026-08-02T06:55:00,T001,Mascot,93,60.64,Low
2026-08-02T07:00:00,T006,Sydney_CBD,105,32.52,Medium
2026-08-02T07:05:00,T004,Mascot,133,50.64,Low
2026-08-02T07:10:00,T004,Sydney_CBD,80,60.25,Low
2026-08-02T07:15:00,T009,Mascot,44,68.72,Low
2026-08-02T07:20:00,T008,Central_Station,126,59.56,Low
2026-08-02T07:25:00,T010,Central_Station,102,21.07,High
2026-08-02T07:30:00,T005,Central_Station,60,42.57,Medium
2026-08-02T07:35:00,T003,Mascot,136,35.13,Medium
2026-08-02T07:40:00,T001,Mascot,76,59.93,Low
2026-08-02T07:45:00,T001,Sydney_CBD,125,51.08,Low
2026-08-02T07:50:00,T008,Sydney_CBD,40,59.26,Low
2026-08-02T07:55:00,T005,Mascot,142,21.88,High
2026-08-02T08:00:00,T001,Parramatta,136,65.32,Low
2026-08-02T08:05:00,T007,Chatswood,15,29.0,Medium
2026-08-02T08:10:00,T001,Parramatta,112,68.2,Low
2026-08-02T08:15:00,T007,Parramatta,136,65.38,Low
2026-08-02T08:20:00,T007,Chatswood,21,66.4,Low
2026-08-02T08:25:00,T006,Parramatta,90,17.21,High
2026-08-02T08:30:00,T010,Chatswood,75,60.44,Low
2026-08-02T08:35:00,T005,Parramatta,101,47.6,Low
2026-08-02T08:40:00,T004,Parramatta,88,62.1,Low
2026-08-02T08:45:00,T006,Parramatta,121,16.94,High
2026-08-02T08:50:00,T002,Sydney_CBD,113,46.5,Low
2026-08-02T08:55:00,T008,Mascot,136,53.54,Low
2026-08-02T09:00:00,T009,Mascot,44,68.9,Low
2026-08-02T09:05:00,T004,Sydney_CBD,66,33.18,Medium
2026-08-02T09:10:00,T007,Parramatta,84,29.61,Medium
2026-08-02T09:15:00,T004,Mascot,104,45.91,Low
2026-08-02T09:20:00,T005,Chatswood,61,23.59,High
2026-08-02T09:25:00,T004,Chatswood,26,22.56,High
2026-08-02T09:30:00,T002,Chatswood,136,63.59,Low
2026-08-02T09:35:00,T007,Sydney_CBD,90,49.34,Low
2026-08-02T09:40:00,T005,Sydney_CBD,90,54.61,Low
2026-08-02T09:45:00,T006,Parramatta,86,61.03,Low
2026-08-02T09:50:00,T009,Chatswood,113,58.04,Low
2026-08-02T09:55:00,T002,Parramatta,127,27.85,Medium
2026-08-02T10:00:00,T006,Parramatta,115,47.13,Low
2026-08-02T10:05:00,T003,Central_Station,48,36.09,Medium
2026-08-02T10:10:00,T008,Mascot,47,37.47,Medium
2026-08-02T10:15:00,T006,Chatswood,58,37.21,Medium
2026-08-02T10:20:00,T006,Chatswood,11,28.25,Medium
2026-08-02T10:25:00,T008,Parramatta,77,21.76,High
2026-08-02T10:30:00,T004,Mascot,116,11.25,High
2026-08-02T10:35:00,T003,Parramatta,87,54.65,Low
2026-08-02T10:40:00,T002,Central_Station,144,11.56,High
2026-08-02T10:45:00,T002,Sydney_CBD,38,22.66,High
2026-08-02T10:50:00,T006,Central_Station,131,43.22,Medium
2026-08-02T10:55:00,T007,Chatswood,113,28.71,Medium
2026-08-02T11:00:00,T006,Sydney_CBD,26,29.24,Medium
2026-08-02T11:05:00,T010,Parramatta,18,14.92,High
2026-08-02T11:10:00,T006,Chatswood,23,64.53,Low
2026-08-02T11:15:00,T004,Mascot,90,57.74,Low
2026-08-02T11:20:00,T010,Chatswood,134,38.59,Medium
2026-08-02T11:25:00,T008,Parramatta,140,49.65,Low
2026-08-02T11:30:00,T004,Parramatta,92,57.45,Low
2026-08-02T11:35:00,T010,Parramatta,122,28.36,Medium
2026-08-02T11:40:00,T007,Central_Station,139,14.42,High
2026-08-02T11:45:00,T007,Sydney_CBD,27,45.81,Low
2026-08-02T11:50:00,T006,Sydney_CBD,150,26.55,Medium
2026-08-02T11:55:00,T002,Parramatta,27,42.32,Medium
2026-08-02T12:00:00,T003,Sydney_CBD,117,22.42,High
2026-08-02T12:05:00,T010,Sydney_CBD,10,42.92,Medium
2026-08-02T12:10:00,T008,Parramatta,122,56.29,Low
2026-08-02T12:15:00,T010,Chatswood,28,13.16,High
2026-08-02T12:20:00,T001,Mascot,105,60.21,Low
2026-08-02T12:25:00,T009,Central_Station,127,55.35,Low
2026-08-02T12:30:00,T007,Parramatta,24,54.8,Low
2026-08-02T12:35:00,T007,Chatswood,72,69.33,Low
2026-08-02T12:40:00,T005,Sydney_CBD,116,10.18,High
2026-08-02T12:45:00,T006,Mascot,20,49.4,Low
